  Tweets,Hasil
waduh artis sm kesini semua,1
"*konser ini*
*Konser itu* *Konser artis A* *Konser artid B* Aku : *pura-pura gak tau*",0
Lah si 🐒 itu ada 4 artis kemana fans lu pada,1
6 artis yang menikah beda usia jauh ini harus menerima kenyataan rumah tangganya kandas,0
"Jadi artis tuh ga enak bgt ya. Konflik rumah tangga yg harusnya cuma orang dalem aja yg tau, ini malah jadi bahan konten netizen seendonesia.",-1
"Sombong, mentang mentang artis WhatsApp nya pake admin 😭😭😭",0
Aku cari malah dapetnya Rebecca artis thailand 😔,0
"kalo setauku jepang tuh emang suka banget sama musik, dari yang muda sampe tua aja mereka tuh demen banget nonton konser. jadi ya ga heran kalo banyak artis yang suka sama jepang, karna mereka ngerasa orang-orangnya hype banget",1
"Menjadi diri sendiri dimana ? Yuna aja gaya kebatatan.
Genjun kumpul kebo gaya mirip mariah carey, beyonce, shakira wanna be.
Si nikentut ? Taylor swift wanna be. Syarat musisi sukses tuh bisa dipansosin sama artis lain. Dan disenggol namanya biar naik. Nah itu sukses 🤣",1
orang indo nih ga ad kerjaan lain selain ngidolain artis bokep apa?,-1
Aku ga pernah ngerasa kehilangan seorang artis loh tp hari ini asli baper.,-1
"iya soalnya orang jepang tuh taat peraturan, ga riweh, saling menghargai biar semuanya artis ataupun penontonnya enjoy konsernya",-1
Sabar ya. Sakit ya hati lo sadar agnes udah lama jadi artis idola lo masih ngamen. Wajar aja skrg agnes nikmatin karirnya. Santai gak kayak idola lo kejar setoran 🤣,1
"Woii boss?/buss/ bess, emang ada undang2 pidana atau perdata yg melarang bela artis?? Wkkk, ngak sia2 gw belain! Gw makan terjamin, Bobo teratur, duit ada,..mungkin hidup lu yg sia2 kali..wkkk",-1
artis SM beneran setiap bulan ada konser/event di sini dari Feb🥹,0
Indonesia termasuk pasarnya SM soalnya… enak bgt asli indo kek jepang dah kayak udh pasti masuk list artis SM,1
becca siapa dah? artis to?,0
Bukan ga suka gimanasih... tp ktnya ngikutin artis sebelah 😃,0
"Gw sll heran, tiap junghwan mendapatkan perhatian dari byk orang bahkan nonfans. Pasti aja ni tl sll warwerwor ttg masalah umur lah, ada yg protes krn ga suka jwn dimirip2in artis lain lah, dll. Kek kenapa ga selow2 ajaa sii santaii ajaa gitu, jangan jd party pooper buat org lain",1
Mau sekali dalam seumur hidup ikut konser artis yg gue suka tp nontonnya di tokyo dome 😭😭 tp mau nntn yg tribune aja,1
Puncak pemicunya gara2 Event gucci itu artis ch ga dikasih publikasi walau sblm2nya emg pada julid pas hallyu ban mau d angkat gt katanya wkwkwk,0
Tadinya juga mikir aku uda cukup keknya bb sgni eh tbtb liat foto artis korea langsubg mrasa gembrottt banget aing,0
kakak mjun ini mau jadi artis juga dah kak keknya,1
Iya bener deh wkwkwk paket nonton konser artis SM setahun 😂,0
Tadinya juga mikir gni tapi liat artis korea wkwkw,0
"Tiga artis NAGASWARA yakni Siti Badriah (Sibad), Fitri Carlina dan Hesty Klepek Klepek mendapat jemputan kendaraan",0
they are gone 😂😂 pdhl ad 4 artis lain dicollab ini dikirain gampang dapetin,0
"Entah kenapa saya gak kaget, temen kosan yg mukanya mirip Baim wong (sebutan anak kos ke dia, karena wajahnya emang mirip si artis) itu sering banget di godain cowok2 kalo dia lagi dugem. Dari 1 rombongan cuman dia yg digodain 😅...",0
"kirain kalo artis jembrinanya rapih, ternyata ngga juga ya wkwkkwk",1
"Tersangka kasus penganiayaan, mario dandy sudah siap dihukum?
Baca juga-&gt;
1- becca humanitarian social activist
2- raline shah artis sudah populer sini ini
3- ferdy sambo hadapi vonis mati?
4- kenapa bisa di juluki yakarta",0
"Ini lagu 100% Jimin doang kah? Wkwk. Collab bejibun artis juga yg di push army doang, where your fans? ☺️🤌🏻",0
aku kl jadi artis managernya aja kali yah,1
Si becca Ema nya artis juga ga si ?,0
lagi demen gondrong artis cwo hybe atau ga males nyukur😭😭,0
lo pernah gak curhat ke bapak lo kalau lo galau liat artis korea terus tibatiba di tf uang buat ngehibur lo? bapak gue emang lain dari yang terlain 😭,0
nda kira barang artis berasih sekalinya kd jua hahaa,0
"Kita mesti memaklumi, gak semua orang punya TV atau HP buat liat berita artis.
Sebagian orang sibuk kerja cari uang atau gak pengen tau dunia.
Nah mbaknya ini bagian yg mana kira-kira?",1
Tu mba-mba skena di sampingnya apa ga nyadar ya ada artis K-Pop?,0
"Waduhh siapa itu? Pasti dia artis flop alias tidak terkenal, makanya banyak yg gatau. Wah kasian juga nasib artis kpop yg tdk terkenal 😱😱",-1
sumpah najis bgt orang kalo ada berita video syur artis langsung minta link minta link,0
"Ga svt doang, gue pengen datengin konser artis yg gue suka dengerin tp duitnya dr mana 🥲🥲🥲🥲",0
"Depa ingat semua haters artis depa tu fans artis kite wakk bia laaa. Aina ni artis yg xptut ada fan acc yg toxic + kurap, low class. She didn’t deserve.",0
"Wong gemblung, bedain lah artis sama pejabat. Emang ko Jokowi pidato terus hrs bayar tiket, apa laku tiketnya?",-1
"Sportify Mensensor Konten Palestina. Hapus Lagu Pemenang Kompetisi Arab Idol, Mohammad Assaf: Spotify dan Apple Music memutuskan untuk menghapus lagu ‘Ana Dammi Falastini’ (Darahku adalah Palestina) oleh artis Palestina Mohammed Assaf,…",0
"baru-baru ini artis cantik Rebecca Klopper mendadak jadi perbincangan hangat di akun Twitter. Bukan karena karyanya, melainkan karena dugaan skandal video syur dirinya yang langsung beredar luas di media sosial dan bahkan sampai TikTok.",0
Dunia artis gelap saayy wkwkw,0
"Punya artis sendiri dalam keluarga, mantab 👍🏼",-1
"Point ketiga yg bikin iri dgn jfans sih, seneng liat artis bs kesana kemari tnp takut dikeremunin kayak semut 🥹",0
"artis apa kak, trs pacarnya dia tu siapa",0
"Idol sih ga pernah, pernahnya artis thailand. Sampe baper WAKAKAKAK tapi udah berlalu sih",0
Promosi skinker kekuatan artis yang sedang dilanda perceraian,0
Aku penrah nonton konser gelud ga ada yg berentiin si artis yg gelud sampe berdarah darah anjir😭😭,0
"Ini collab kan, dan ada 4 artis lainny dan psti pny fans jga.. knp yg diteken kyk army doang maemunah🙂 hey bro, bts gk pernh minta army buat jadiin no 1 billb, dia k-kok hm🙃 bantu juga to, liatin bgt mau manfaatin army ye bang:)",0
"dibales di weverse baru sekali, duluu tahun 2018(?) pokoknya pas sma dm ku dibales sama daniel plus dikirimin foto, dulu komen ig sering di like sama artis (lupa siapa aja nyatapi😭), sewaktu live juga beberapa kali di notice (aku ngerasanya gitu sih wkwkwk, pd aja dulu)",0
"Apa gw doang yang ngira b3cca yang trending itu b3cca cosmetics, bukan b3cca artis. Kirain b3cca cosmetics bangkit lagi, gak jadi bangkrut 😭😭😭",1
ko banya bgt ya skrng artis kena skandal lagian knp lagi gituan makr ri video ati” buat kalian,-1
"Betol, takutnya satu tiket kek gitu bisa dijual lagi ke orang kayak si artis kmrin nipu konser arctic monkeys",0
"Gue tiap liat foto Changa selalu nyesel kenapa pas ketemu di KL ga minta foto huhuhu, padahal waktu itu sepi cuma gue dan dia trus dia juga belum merasakan euforia artis kaya pas di Istora....
Kalo sekarang pasti dah susah banyak sasaengnya 😢 belum lagi kalo dia jual mahal",0
oh itu rebecca2 yg lg viral artis toh,0
"Yg julid netijen, orangnya mah jauh dari kata problematik
Dia artis, model, cantik, dan memanfaatkan privilage dia dengan sebaik""nya, makanya dia bisa tembus relasi banyak bgt di luar",0
gue taunya dia yg main di drama graceful friends jd artis po*n 😅,0
"Ini collab kan, dan ada 4 artis lainny dan psti pny fans jga.. knp yg diteken kyk army doang maemunah🙂 hey bro, bts gk pernh minta army buat jadiin no 1 billb, dia k-kok hm🙃 bantu jufa to, liatin bgt mau manfaatin army ye bang😭",0
"Bahkan di beberapa title track Doyoung cuma kebagian gak sampe 10 detik line. Bersyukur banget ada unit NCT DoJaeJung, OST, sama kolaborasi dengan artis lain jadinya bisa dengar suara Doyoung lebih banyak",0
gapaham knp bisa ada konser artis besar tp lightingnya kurang baguss? i experienced two contert that has a shitty lighting…,0
jangankan artis bocil kek agnes aja bs,0
kagett lg kerja dispam cht sm tmn krj tp beda jam dinas kirain mau izin atau apa ternyta kirimim video m3sumnya artis B kaget bgt anjir mana lngsng dibuka 😭😭🙏🏻,0
"Kenapa sih tidak artis dalam negeri saja yang ditonton dan dibayar mahal?
Uangnya kan bisa muter2 di dalam negeri daripada devisa kesedot keluar",0
"💯.
Daritadi kepikiran mental si cewe gimana emng jahat bgt yg nyebarin vid begituan apalagi kalo yg di dalam video bukan artis dengan job seperti itu",0
pernah di notice Na Ungjae Imfact sama 3 artis lain,0
Si paling artis lu om 🙄,0
Gini lah artis pencitraan . Siapa pun yg duet bareng NYI nyungsep pasti temen duetnya knl apess nya bener kn,0
tampil bersinar membuatku spti artis,-1
Sebenarnya pcrn artis ga heran sii,0
"Jangan bilang acaranya yg bikin artis indo terus numpang nama tempat dan waktu doang 🤣
Nanti terlanjur dibanggain malah kek geng koplak ngartis ""sok paris fashion week"" 🤣",0
"gapapa, baru kali ini gue mendukung artis ini harus dihujat :) bukan sekedar dia nepo baby woi, lebih parah ini tingkatnya",0
punya artis ternyata item juga😭,0
cuman pernah storyku diliat artis thai,0
Jagat media sosial khususnya Twitter dihebohkan dengan beredarnya video syur berdurasi 47 detik mirip artis Rebecca Klopper. Sontak kekasih Fadly Faisal itu jadi perbincangan hangat netizen.,0
Banyak kok artis yg chemistry nya bagus cuma emang yg fans fanatik merk aja yg kontl,-1
"Bener banget sih tapi greget banget yampun , aku debat sama hatersnya dan bilang hidup itu jangan cuman buat membenci, dan mereka langsung bilang kan itu mmng faktanya zls suka buat masalah, nginjak2 artis lain dan selalu ngedit foto, kit heart aku bacanya",0
"Maraknya kasus perselingkuhan para artis dan orang awam, ternyata selingkuh dda faktor keturunan? Cek faktanya",0
"Ini sejenis perangai x sedar diri namanya.hobi fangirling nie mahal x kisah la ko fan kpop ke jpop ke even western artist pon.nama pon artis/group luar negara.mmg mahal segalanya.pointnya if sedar diri x mampu,xdanya sampai sanggup scam org",0
"misal gw nemu artis A di youtube gw nggak berusaha nyari dia di media sosialnya yg lain, jadi sering kegocek sendiri:)))",0
"alasan kenapa sering terkamjagiya dg fakta bahwa artis yang gw ikutin ternyata mereka orang yang sama:
- nonton variety show nggak sampe abis/nontonnya malah nggak urut
- karena baca sub jadi nggak bener-bener merhatiin visualnya
- tidak berusaha mencari tahu,,,,",0
"Jadi ini fans artis lain yg ngomong ini itu,",0
Mau berkarir ah jadi artis Twitter 🤣,-1
"WayV! semua membernya visual dan sangat berbakat, terutama gege line yang banyak pengalaman tapi sayang agensinya dajjal rasis. takut artis chinanya meroket.",1
"Gue ga pernah ngikutin permasalahan artis, tapi ini parah bgt gue liatnya, shipper nya mana ibu-ibu lagi!? Dimana ya ibu-ibu sudah bersuami dan punya anak. Ga habis pikir. SINTING pas suaminya pada selingkuh mampus lu, gila yaa",-1
Lagunya laku gak pernah ada job buat apaan? Pantesan keinjek mahalini artis indo wakakakak 🤣,0
"Ngeri banget komen2nya, sempat2nya ngurusi rumtang artis wkwkwk",0
"Nggak usah jauh2 Dok, disini saja ada pelaku LGBT yg jadi artis, desainer, malah jualan baju Muslimah, dan laris 😁😄",0
Jdi inget kasush rachel vennya 😂 bukan artis sih jdinya...,0
Yaudahlah ya kalo lo ga mampu beli ya jangan beli bonekanyeee… pake benci artis yang bikin karna lo ga mampu. Bingung gw 🫠🫠,0
klo mau marah marah complain pls ke sm aj knp hrs ke dia lol emg dia yg packing yg bikin sendiri ape😒 ayangku artis bkn petugas packing....,0
"jeno tuh anaknya papa hae dan mama fanny. mukanya perpaduan banget.
no offense ya guys, gue cuma suka situasi di bbrp universe aja yang ada cerita related antar artis sm.",0
"""video skandal artis terkenal Becca"" tau becca aja gara ini",0
Bahkan saking bnyknya asap sampe2 doi diakhir lagu gk ada endcore dan langsung cabut. Jadi tolong lah rules yg udh tertera dilakuin apa susahnya lo kaga ngerokok 1-2 jam demi artis yg lo suka bngt. Semenjak kejadian itu doi kapok dtng keindo lagi😭 FAK LAH POSER,0
semangat war tiket artis 4jt album😔,0
Nominasi sama artis lain . Artis lain jelas karyanya terdengar di banyak negara . Lah NYI nyungsep ap yg mau di arepin lagunya gak laku AP lgi karya2ny sampe warga Pantura cabang amrik gak ada yg tau siapa NYI nyungsep,0
"Fandy Christian Tulis Surat Buat Dahlia, Berharap Baik-baik Saja",0
"Diliat liat tiap bulan artis SM dateng ke Indonesia, curiga sekeluarga mau kesini 🫣",0
Gak ngimpi faktanya agnes bbrpa kali nominasi dengan artis luar lain. Emang idola lo nominasi saingannya belek semua 🤣,0
artis nya udah di spill blm yaa,0
Baru bales komen doang loh🙃. Maap yak guys jadi artis dolo😔,0
Baca pembelaan thd Inara ttg fisiknya yg berubah. Kok aku mikir yg dipersoalin si laki bukan naik BB atau pk daster tp hijabnya ya. Hijab cadar gitu lho. Duh maaf. Tp 2 pasangn artis yg mau cerai sm2 istrinya baru hijrah stlh kawin. Hijrah yg serius spek bidadari pula kt netizen,0
"Tak senonoh kah wkw
Itu artis atau apa kok km tau",0
"yoii, padahal banyak kok artis seumuran becca ini yang punya skandal. waktu itu pernah liat skandal pemain film si C, tapi karena doi dulu belum famous, jadi ga banyak yang tau",0
"eh td aku ketemu artis tiktok siapa sih lupa namanya, ketemu di lobby easton GA KETEMU SIII GUE YG NGELIAT🥹🥹🥹",0
Ngga tau juga. Ngga update artis jaman sekarang,0
"Bila artis selalu buat live konsert, always ready for live performance",-1
septembernya nonton semua artis SM ya koh?xixixi,0
Nah bener nih... taeyeon tuh ga tau bakal kapan lagi datang ke Indo secara artis senior jam terbang nya udah berkurang. Beda ama aespa yang masih ada ditahap meniti karir..,0
dia artis? artis apa?,0
Ga siap bawa artis yg ada cerita dibaliknya keknya,0
Mantan suami seorang artis itu bukan sih?,0
ekeu pernah di notis bright + hampir semua artis&amp;staff gmmtv WKWKWKWKK,0
kemaren ada yg komen nanya itu artis siapa baru debut udh lebay haha,0
"Stop ya nyet😭
Btw gue dapet vid artis kesebar😭",-1
"Ada kristian sugiono, bang windah basudarar, aryo bayu...keren² juga lu bisa telponan ama artis",0
Tapi ak salut loh sama artis ini.. dia bisa ada dmn2 bahkan event internasional.. kyk yg terbaru itu.. dia pernah finalis Puteri Indnesia juga kan..,-1
"aamiinin dulu kali yah, siapa tau beneran jadi artis 😔😭🤲",1
Kemaren artis anak satu aja gx di tahan..,0
Kita dri kemarin streaming trus lagu colab nya jimin tapi ntah fans fans ke3 artis ntu pda streaming apa nggk. Mana ngarep bgt lagi ada di posisi 1 BB. Heyyyy army bisa aja bkin tu lagu ada di posisi 1 tapi ni mslah nya kan ntu lagu colab yg menyertakan 4 org. Cont..,0
recomend artis jav yang cantik dong guys,0
"namanya juga orang gatau. buat fans awam yang baru nyemplung di dunia per-kpopan mungkin baru tau kalo bawa ls artis lain merupakan tindakan yang ""ga etis"" (gaboleh)😄",0
pejabat mana lgi nih yg korupsi sampe ditutupin kasus bokep artis,0
tepatnya anak ibu kota si bkn cmn artis aja tapi emg kyknya anak muda jaman jigeum gk cmn di ibu kota kebelet sex memang ckckck pemuda jauh dari agama,-1
"Serba serbi dunia artis y, nggakk pernah sepi ada aja berita",0
"artis tapi jembutnya berantakan bgt anjg, cukur napa kan murah alat cukur elektrik😭",0
"dulu akutu beli tiket diamond edge karna mikir hmmm takut kpn lagi mereka ke jkt. karna kan artis luar mana sih bolak balik konser..
ternyata sebong tiap tahun ke jkt &amp; akupun kecanduan gapernah skip nonton HAHA 😭🤡😭🤏🏼",0
"Ini serius nanya, dia artis apa ya?",0
Aku gak prnah liat siskae siapa emang artis?,0
Tutorial dinotice artis dong kak,0
"menurut gue ga cuma becca doang sih, banyak bgt artis yg gaya oacarannya ky gitu cuma ya mungkin blom ketauan aja, contoh angga shenina WKWK🤭 ups",0
"Hair stylist para artis sih, jadi banyak artis yg datang.",0
Janhae (artis thailand) kayanya kita satu tipe suka taeyeon sma karina,1
jadi kayak beberapa artis soloist gitu suka tour antar kota examplenya mbak iu,-1
"Maka dari itu akun bingung banget knp ada melon bilang Lusi nginjak2 artis lain dan memakai jalur hitam merah, nga ngerti sama mereka dan bilang kalau",0
"Biasanya tuh klo idol/artis usn nya real(nama), ningie malah im(not)ningning wkwkwk",0
Ak ga ngikutin pergosapan artis indo say sekarang 😭,0
di lembang kenapa banyak artis ya?,0
Guysss ada yang tau gak AU,0
Thank you Winter!! Nanti ikut challenge lagu debutku ya kalo ada. Depan dorm padangnya mahal gak? Jangan-jangan yang punya artis SM,0
"Dan masih banyak lagi, nanti kita juga boleh tukeran playlist kali yaaaa sekalian kamu kenalin saya sama artis-artis KRnB lainnya, gimana? Feeya boleh cek carrd saya dulu (",-1
Wah mirip kisah mertua artis yg meng-dorrrrr waitress,0
Ini yaa? oh mantan nya itu non artis?,0
"Suga itu yg dipojok 🤭
Hairstylistnya para artis yg wedding, jd partynya kayak acara award 😭",0
"Soalnya artis SM rata-rata mahall! Bisa loh, bisa bikin ngga bisa tidur soalnya mikirin harus makan apa besok. WADUH SAPA TUH",0
"Ohhhh jadi yang dari kemaren gw ngebatin sebelah yuki kato tuh siapa, cantiknya ayu, tumben ga jadi artis, ternyata owner akun ini toh.. yang biasnya jungkook kan..",1
"Guyss, aku tutup ya surveynya terimakasih buat 582 Luvity atau non Luvity yang udah ikut bantuin pengisian survey ini. Selebihnya banyakin berdoa supaya dengan ini bisa bikin cravity atau artis Starship lainnya bisa konser di Indonesia ya.",-1
"Haha iya kali ya, pemahaman nya masih banyak yg suka salah, padahal artis &amp; celeb itu beda 😄",-1
artis sm nyicil ya ke Indonesia nya capek juga jadi stan sm,0
"semua artis sm punya ig
jisung : park",0
"Sekelas aespa aja mau nunggu di backstage pas acara arakara kemaren, gitu kadang artis lokal maunya dateng pas jam menit detiknya jadwal tampil.. mesti kudu ngolor basa-basi mc biar audien kaga bosen soalnya guest star belom dateng dll. Huhh kesel 😭",0
Please la bagi tau yang dia ni artis sebenarnya,-1
Kamu termasuk yang masukin konser ke kebutuhan hidupmu? Sudah berkorban apa aja nih biar tetep bisa nonton konser artis favorit?,0
rebecca klopper artis indo pacarnya fadly,0
"aamiiinn, semoga bisa ketemu semua artis sm!!!",0
selamat karina aespa memenangkan award sebagai artis kpop dengan uname instagram terjelek,1
"oot tp kalo aku punya agensi dan mereka artis dibawah naunganku aku bakal comebackin mereka 2/3 bulan sekali. semua member goodlooking, bisa bahasa inggris dan beberapa bahasa asing lainnya, jago nyanyi dan dance. kaya???? modalnya tuh udah ada banget.",-1
mirip artis sleman lo mah,0
Klo udh jd artis jgn lupa,0
"Ah ok, soalnya artis sama celeb dua hal yg berbeda ya 😅",0
muka gueh mirip artis turki,0
"Ada ajee orang kek gitu ye
Klo gk mampu gk ush beli minimal kerja lah biar kebeli jangan asal komplen ke artis nye😌",1
"kl di Indonesia, bisa dikejar2 artis yg suka cowok bule nehhh???😀😂",0
"Di jepang gak ad nyanyi2 bareng gt, nder. Tertib banget. Palingan kl disapa pd jawab. Tapi pas si artis nyanyi2, yg nonton joged2 doang di tempat masing2, palingan goyang2in tangan, tanpa berisik teriak2, gak ad paduan suara bahkan yg kek balapan nyanyi sama si artis gt gk ad.",-1
"gatau sih konsep lu pade apaan &amp; arahnya kmn tp menurut w sesimpel apapun konsepnya, niat dikit kek... ahensi lo udh gede artis lo udh cakupan global masa hire better graphic designer aja ga bisa ih pelit banget.... Mood2an bgt kadang bagus kadang jelek yg konsisten dikit napa",-1
hvsx di dunia artis emang sebebas itu ya?,0
"Tapi sebenernya kalau kayak gini kasian artis yg 1 agensi si, gak tau apa apa tetiba di blacklist",0
awalnya gatau jg trnyt artis ftv,0
"Yaaaah makin lama nungguin drachin yg coming soon 😭😭😭😭, Ini artis yg 1 agensi sama komediannya siapa lagi???? Drama apa aja yg ada artis di agensi itu????",0
Apaan y qta nieh hana sbtas artis dn fens 😏😏😏,0
"Toh negara maju macem jepang, korea aja netizennya sama"" ngurus hidup artis sampe artisnya depresi.",0
"Temen kantor: gue kok search video becca di tiktok, malah keluarnya bule cantik pacarannya sama cewe cantik pula *nunjukin vt ke gue* Gue: oiii, ini mah artis thailand lagi ngetop njirrr bukan itu orangnya 😂 salah nge search orang lo Temen kantor: oalahhh iya salah 😂",0
"karena mereka dulunya pas mau masuk pasar jepang, debut jadi artis jepang dulu, nama fanbasenya juga beda dengan korea",0
satusatunya omongan artis yang bisa dipercaya......,-1
Sekalinya dm artis yang balas Maria Ozawa😭,0
ya kan apa yg diharapkan dari artis 😔👍🏻 inget bnget sampe si paus yg nulis tuh buku juga kecewa sama junior karena gitu,0
"Yubin Wonder Girls Yubin dan pemain tenis Korea Kwon Soonyoo dikabarkan tengah berkencan.
rrr Entertainment mengkonfirmasi keduanya bertemu dengan perasaan yang baik namun tidak dapat mengomentari lebih lanjut tentang kehidupan pribadi artis.",0
miawnya kirain glowing kl artis tuh😭,0
Baru kali ini artis sampe notice ada calo berarti udah kebangetan banget ngga sih sedih banget,0
"that's one of the so many problems. yg paling keliatan IMO adl sifat tamak para pelaku industrinya. jd apa2 yg penting profit, kualitas belakangan. dlm setahun rilis drama seabrek tp yg bagus cuma sebiji dua biji doang. cuma mengandalkan nama artis &amp; cerita yg begitu2 doang.",0
mari kita dukung artis kita agar bisa go international,1
gue suka mirip miripin artis tapi gak gini juga sih 🤣🤣 ya sama sama cakep tapi anjirlah minus berapa mata lu pada??,-1
Akhirnya artis indonesa bisa go internasional,0
"sorry, yg aku maksud artis tuh selebriti yg dapet gelar di depan kamera.. aku jg tau ty punya banyak temen idol, aktris, dll. tapi maksud artis disini itu yg depan kamera, bkn yg di belakang",0
"Mbok legowo aja gitu lho. HYBE sama YG juga udah kasih komen, ""Ga tau ya.. itu privasi artis kami."" Kalo udah begitu, biasanya apa gais? CONFIRMED, tapi secara halus. CAN'T WE JUST ACCEPT THE FACT THAT HE HAS A GIRLFRIEND NOW?!",1
Kita adalah artis multitalenta,1
"Banyak model pernikahan yang bahagia dari orang dulu, jgn jadikan artis sebagai parameter untuk pernikahan yang ga baik.
Kita juga bukan artis, belum tentu jalan yang akan di tempuh sama seperti mereka. Jangan kepedean seolah-olah nanti hidup kita bakal kayak mereka ya bestie.",0
"Emg ig pribadi artis/idol itu di buatin perusahaan? Kek nya belum denger kalau ig pribadi di buatin perusahaan kecuali kalau ada kata official nya itu baru di buatin perusahaan dan itu jg buat post job/projek si idol, atau kayak member 127 dulu kebutuhan konsep cb",0
"Kadang aku bingung dengan mutual mutual
Tidak suka kalau punya mutual yg follow/like akun bokep, tidak suka kalau di dm menjurus mesum Tapi kalau ada video asusila artis atau apalah paling pengen tahu dan liat, lalu apa bedanya kalau begitu? Hehehe",0
Ga kaget liat artis viral video bokepnya🤌🙃🙏,0
"Aneh banget orang yang salty di rep ini. Padahal bagus loh, bukan semata buat ngurusin hidup artis aja tp sekalian buat bahan diskusi yang berbobot. Orang awam kaya gw nih malah suka, dari rep ini bisa tau jawabannya sekaligus tau persepsi masing² orang yang berbeda.",1
"Idolnya kurang asik tuh, makanya fansnya gitu. Kek gk pernah liat artis jualan aja lo pada 🙄👎",-1
Gak ada yg bisa ngalahin lucunya artis sama fansnya kaya gini. ❤️❤️❤️,-1
"Skrg sosmed rada sensi an🤣 ada yg di bekukan jg di anggap bot,.karna followers banyak kan ya tapi ga tau dia ni siapa artis kah influence kah, makanya kudu ada embel2 nya ntar kalau dah dpt verifikasi ya ganti bio nya",0
Deretan artis melayat ke rumah duka Eeng Saptahadi. Jenazah akan dimakamkan di Cileungsi. Turut berduka cita...,0
Ngga sabar mau nonton ditambah banyak artis ternama Indonesia nih.,-1
"Jangan sampe lupa ya, karna pasti nya ada artis yang bakal menghibur kamu semua dan ada Door prize",0
"Wkwk bener berarti aku nggk tau kasus mall mewah denis.
Wktu uya aja aku smpet tnya ke temen denis itu siapa. Jwabnnya cuma artis dadakan tnpa bakat. Gtu doang..🤣",0
"Kerja bareng artis kudu punya jurus seribu bayangan, minta apa2 harus sat set, seru si tapi kadang asdfghjkl bgt",0
"Keknya emang inspirasinya dari artis indo deh, waktu gose kan mirip charli st12 wkwkwk",-1
"sumpah sedih banget ga sih semisal dia ditanya artis luar, buat ngetag story gitu misal",0
Dari semenjak jimin dapat,0
Bener2 kyk real banget kehilangannya 🥺 biasa nya klo artis meninggal gak pernah sesedih ini 😭😭,0
Kalo artis udah speak up di medsos pribadi mau apa?,0
"Agensi dari Yubin (Wondergirls) mengkonfirmasi bahwa sang artis berpacaran dengan pemain tenis Kwon Soonwoo.
Tetapi tidak membahas detailnya karena itu adalah ranah pribadi sang artis.",0
"Pengen ikutan bikin NFT juga kayak artis-artis ini?
Yuk ikutan event ""Our Future"" di",0
"Nah, kalau di Indonesia, ada banyak artis yang juga sudah masuk dunia NFT. Dua contohnya adalah Syahrini dan Ridwan Kamil.",0
"Punya karya digital? Belum yakin mau minting karya kamu jadi NFT? 🤔
Kalau belum yakin, liat deh artis-artis ini. Artis-artis ini udah minting NFT buat nyalurin kreativitas mereka dan buat amal, lho!",0
"📢 V-Sign Lilsuns, ayo ikutan event ini💪
Cara berpartisipasi: ✅ Follow ✅ QRT tweet dibawah ini dengan foto Chenle pose ✌️ menggunakan template 🎁 Iklan untuk 30 artis (Random)
📅 ~5/23 23.59 KST",0
dh jadi artis met gala bang,0
"Keren jasa! dari komunitas berkesempatan tanding pada friendly match dalam rangka pembukaan Sol Sports &amp; Cafe milik keluarga artis Boy William di Curug, Kabupaten Tangerang, dan berhasil mendapatkan piala juara 2 🔥",0
Kasihan adek2 ini tidak terlahir dari rahim seorang artis 😭😭😭,0
"Pdhl mau jualan atau apapun ggp lohhh. Bnyk jg artis yg jualan, punya brand sendiri. Gapapaaaa. Km liat hate komen dmn emg",-1
Hati-hati lu nikah sama orang salah. Belajar aja dari kesalahan-kesalahan artis cerai sekarang...,-1
"Ya trus pain empati ma artis lah 🤣
Gw dah lama di dunia kreatif, artis kerja keras ya itu tanggung jawab dia sebagai entertainer, dan itu ada di kontrak, dia juga dibayar mahal. Kecuali dia bayarin gw kuota inet dan juga listrik setaon mungkin gw belain mati matian 🤣",-1
monmaap karina tp username km sperti akun buibu di kolom komen postingan artis,0
Lah??? Gue kira uname lo terinspirasi dari Baifern artis thai????,0
lah iya??? padahal gue ga ngikutin artis thailand????,0
Dari artis fans segala galanye udah beda. Keren aja ga cukup buat gambarin 🥲,0
Banyak artis favorit nih jadi gak sabar deh buat nonton,1
"Dunia artis indo gak sekejam di luar nder, jangan kan pelakor nder, yg pernah kena kasus berat saja tetap bisa kerja jadi artis og nder 😏",-1
"Pfftttt.... Masyarakatnya kelaparan tapi dia ngundang artis barat ke istana joget joget.
Anti imperialis eeq kucing.",-1
"serius nanya wkwkwkwk, artisnya bisa ga sih join wv artis lain? wkwkwk",0
Ada yang pas offcam konfirmasi ulang gak si bang? Kayak gak yakin gitu kalo lo artis dan lo beneran mau ngasih duit? 😅,0
"Aduhh artis banyak yg berulah, mana di sepongin jelas banget anjir",-1
"Ada fans dari satu artis yang berusaha ngejelekin artis lain supaya artis yang dia suka bisa keliatan lebih baik dan lebih sukses dari artis yang dia jelekin.
Idih najis banget sama kelakuan fansnya bikin orang gak suka sama artisnya.",-1
"Dah siskae jadi artis bokep aja skalian..
Mengharumkan nama bangsa di kancah internasional.",-1
Yukk guyss! Jangan sampai lewatkan festival Ganjar karena banyak artis ternama lhoo,1
"Bung Weto: ""Bukan anak artis SKIP, gak dulu!""",0
"haii haiii, semarang dan sekitarnya jangan lupa dateng ke acara",-1
"ava ku ??? yamaken itu, artis jepang, pacarku juga, headerku enakan polos, yg rame mah hidupku 😞",0
