Tweet,Hasil
dengan ini saya berikrar tidak belanja di akun shopee saya lebih dr 10k sampai bulan juli,0
aku jual kak snai mucin essence new sealed yg 100ml 178k aja new sealed bisa shopee udh gratis ongkir xtra,0
"emg shopee express gajelas, ak kmrn udh mw nyampe malah dibalikin ke penjual anjir",-1
Lebih worth shopee sih kalau emang cocok ama serumnya,1
"aku abis beli SNP, lagi diskon di shopee mall-nya kak",0
anjrit knp sekarang gratong shopee cuma kepotong 5k 🤌🤌🤌🤌,0
"pengen beli jaeminbun, di shopee ada ga ya..",0
"hanbin mawarnya kak, dom bali shopee freeong 🌹",0
"Crop sweater 🦋
💸99.999
⭐4.8
Size chart.
(lingkar dada x panjang) S : LD 118cm x P 42cm
M : LD 120cm x P 43cm
L : LD 124cm x P 43cm
Rekomendasi shopee",0
Baru buka paket shopee trus dikasih ini :)),0
"abis nyelem shopee liat case gemes"" banget ya allah 😭😭",1
Ini aku chat toko shopee dr rabu sampe skrg ga dibales2 pdhl online 1h ago parah bgt,-1
"kayaknya akun ini kebanyakan share aff shopee deh, soalnya lumayan buat uang jajan bcuz aku udh gadikasih uang saku😭😭",0
p shopee food ga ngotak,-1
Butuh jasa titip upload produk. Titip jual di akun shopee yg gratis ongkir extra gratong extra. Need jasa titip jual,0
"Powerbank Mini 10000 mAh
⭐ 4,8
💸 Rp 112.000",0
"Aku pake juga, cuman tertulis no fragrance but aku dapet yg berbau apek gitu🥲
Ps. beli di official store/shopee mall",0
"Yukk yang mau gestun shopee, kredivo, lazada, bukalapak, akulaku, cc, bri ceria, gopaylater, home credit, traveloka vn atau non vn bisa di ya! Super amanah, ada testi 1.200++ langsung wa fast
Instan selalu avail yap 💕
-》",0
"Kalau lebih worth yg shopee sih, tapi nunggu payday atau tgl kembar mungkin lebih murah nder. Aku dapet cushion nya aja sekitar 70rb pas tgl kembar",0
"jujur, aku punya 10 akun Twitter
4 akun Instagram
5 akun tiktok
2 akun line
3 akun WA
4 akun shopee
3 akun spotify
2 akun pinterest
4 akun YouTube
3 akun telegram 😔🙏",0
"Setelan bisbol amerika biker meninju jaket wanita 💫
💸 70.000-287.280
Rating. 5
Rekomendasi shopee",0
"trima kasih kpd seluruh temen2 gweh, apa ya, aeswasle, g1, ilh tlah membantu gweh slama ini. tdinya pengen gue kasih makanan tuh, tp gbs gratong bgst shopee. makasih byk byk bykkk minta mff klo gue dikasih tw nyeyel 😀🙏🏻. KARNA ANTARA MALU DAN GA ADA HARAPAN LAGI😭",0
"Nih guys ngak jd dana kaget, shopee aja
Saya telah mengirimkan",0
"Baru saja matiin notifikasi shopee, dana, ama tix id🙂 hpku jadi lebih damai",0
"Nemu ini di shopee, murah sih 207k dapet semuanya. Tapi pengen ambil jiwon may aja 😭",1
"buat daftar shopee affiliate gampang banget, buka akun shopee terus nanti kalian bakal nemu tulisan ""Shopee Affiliate Program"" terus nanti klik aja dan pilih gabung sekarang",0
"Di shopee banyak kok yg model begini cari aja, keywordnya ""label buku pelajaran""",0
ini sistem nya war di shopee ya ka?,0
"Unpopular opinion: Selain mantou MarryBrown, mantou frozen mcm ni pun sedap!
Beli buat stock banyak2, tinggal goreng je kat rumah.
I selalu beli dkt supermarket je. Tapi rupanya Shopee pun ada jual.
Plain : Pandan :",0
shopee dikit lagi bangkrut kayaknya,-1
"yg di shopee jga bisa yg hooman kok nderr, kemarin ada potongan 20k jadi 200 an pas nderr di shopee dpt 5",0
"Atasan rajut kupu kupu, off-shoulder robek pendek 🌼
💸 154.880
Rating 4.8 Rekomendasi shopee",1
"more info :
¤ keep event, minimal dp 50%
¤ testi ada di shopee 🍊
¤ * = slight ga terlalu keliatan, dm for condi have a great day ahead ~♡",0
kat lazada ngan shopee ada.,0
ye ye bukak shopee konon nak healing. cari baju &amp; seluar sbb yg ade skang ni da longgar.. pastu teringat aku da abandon my weightloss journey &amp; life in general. buek hapooo 😂😂😂,0
"Skincare Animate Murah
⬇️⬇️
___
promo diskon voucher cashback lazada shopee nottingham forest rahajeng rahina saraswati gibran cadar insidious berbuat mahabarata Nasdem diaduk",0
Di shopee aku pernah beliin ibu mertua ama mamaku. Total dapet CB 400 2pcs hp,0
"Nuface Eyebrow Pencil
⬇️⬇️
___
promo diskon voucher cashback lazada shopee nottingham forest rahajeng rahina saraswati gibran cadar insidious berbuat mahabarata Nasdem diaduk",0
"solo yaa, bs shopee by req",0
biaya pajak km ke shopee lebih gede,0
Design baru untuk tshirt Fast X. Boleh rembat di shopee ya. 😁,0
"Serum Saffron SERIBUAN😱
⬇️
___
promo diskon voucher cashback lazada shopee nottingham forest rahajeng rahina saraswati gibran cadar insidious berbuat mahabarata Nasdem diaduk",0
"Barang berfaedah yang selama ini aku beli di shopee🌝
A thread",1
yg msuk qf dikasih piala sudirman ver duplikat yg ky di shopee itu kah?,0
"Sabun Panarose SERIBUAN 😱
⬇️⬇️
___
promo diskon voucher cashback lazada shopee nottingham forest rahajeng rahina saraswati gibran cadar insidious berbuat mahabarata Nasdem diaduk",0
Ngga kok kak. Langsung ngajuin aja ke shopee nya aja kak.,0
"Tadi jualan ini di JEC, sepii sih karna kalah sama buket bunga. Tapii... pas post ke ig story padaa mauu beli di shopee😭💖🤏 jadi gaa sedih",0
"Yang cari werehouse thailand trusted bisa ke phii ya
🇹🇭Bangkok-🇮🇩Bekasi
bisa co shopee thai",0
"Gabut banget, mau giveaway shopee pay 5k aja buat 1 orang 😌
Syaratnya rt dan rep kalian lagi sibuk apa 🙂, end malem 🙌",1
"kmrn aku pesen barang di 5 toko shopee yg berbeda kan, trus cuma sehari nyampe semua barengan 🥲",1
"Oh iya, bener-bener. jjk 40k, tapi yg jjk0 itu 50k.
Hahaha mayan ugak ya csm.
Btw aku cek online di shopee gramed diskon jadi 38k'an itu csm 🤣 aku co dah tuh kemarin, mayan free ongkir jg wkwkwk.
NAH ITU DIAAAA... ASTAGA :""))) ada2 aja emang, masa gak boleh disimpen ckckck",1
"Halo Halo👋
Open gestun limit shopee paylater proses ga ribet bisa cair langsung jugaa💸
Fastrespon pc T. Gestun cepat aman terpercaya",0
cv convert tukar koin shopee coin shopee 37k,0
cv convert tukar koin shopee coin shopee 105k,0
"WTB SHARING PC NATREP DOYOUNG
yg bisa lgsg co shopee, prefer jabodetabek, drop wangdom😭🙏🏻",0
"PO Teolaegi zipouri official MD by Baekhyun Exo Harga all in kecuali admin shopee (8%) atau ongkir ya
8. Teo-Lae-Gi Griptok 195k
9. Chapssal Griptok 195k
10. Collect book 265k",0
Cek Tisu Tissue JOLLY 250 sheets 2ply dengan harga Rp4.385 - Rp9.898. Dapatkan di Shopee sekarang!,0
"Terus diakhir kalian cantumin total belanjaan berdasarkan harga yang ada di google, shopee, dll! sebagai bukti kalau kalian belanjanya sesuai budget gak kurang atau lebih. 🥙",1
need nokos buat shopee,0
guys di shopee tuh gabisa milih ekspedisi apa gt ya? kesel bgt paket sebelumnya pake shopee express pesanan gagal. trs skrg abis co eh dikirim pake shopee express lg.. sedih bgt 😭,0
Cek tisu NICE Facial Tissue 180 Sheets 2 Ply dengan harga Rp4.375 - Rp5.680. Dapatkan di Shopee sekarang!,0
Nge war di shopee kah kak?,0
"PO Teolaegi zipouri official MD by Baekhyun Exo Harga all in kecuali admin shopee (8%) atau ongkir ya
5. Teo-Lae-Gi chapssal cushion ver 360k
6. Random lucky card set A ver - 105.000
7. Random lucky card set B ver - 105.000
Tanggal 31 mei siap kirim ya",0
Sudah ku masukin keranjang di shopee 👍🏻,1
Cek HZSUM powerbank 30000 mAh mini with 4 KABEL DATA usb fast charging BH31 dengan harga Rp16.000 - Rp110.000. Dapatkan di Shopee sekarang!,0
lama lama w mending nyobain parfum shopee 😅,0
Besok aja nder 6.6 di shopee ada mega elektronik sale,0
Dahlah makin males belanja di shopee,-1
maaf oot siapa tau pada mau beli enak banget loh cuma 13k dom bandung bisa lewat shopee,0
"kalau pake shopeepay bisa topup via indomaret, nanti kasih nomorku yg tertera di dalam form. atau bisa juga dari akun shopee kamu trf ke akun aku🤗",0
"id card jihyo era fol 35k incl admin shopee 7,20%",0
Kaka buat di katalog shopee nya gaa apa cuman share share aja,0
"gue jg ga tau dia dapet nomer darimana. tiba2 aja gue dapet wa katanya dari affiliasi shopee tiktok gitu. gue iseng aja bales, ternyata emg modus yg sama",0
bilang aja di komen shopee ya kakk kalo mau req kirim secepatnya ☝️☝️,1
ya Allah semoga 25.5 shopee berbaik hati memberi freeong 🤲🏻,0
"Ka maaf ini bru pertama kali ikut po, itu mau tranfser dp nya ke kka pke shopee pay, gmna caranya ya? 😭🙏",0
Baseus Kabel Data Micro Cafule Cable For Micro Quick Charge 2.4a 1m dengan potongan 68%! Hanya Rp38.000. Dapatkan sekarang juga di Shopee!,0
siapa yg punya 1rb di shopee pay ak minta pls urgent,0
"Promo aplikasi McDonald's 🍟
🗓️ 20-22 Mei 2023
Transaksi apapun di McDonald's, langsung dapat Triple Poin MyM Rewards promo diskon voucher cashback lazada shopee nottingham forest rahajeng rahina saraswati gibran cadar insidious berbuat mahabarata Nasdem diaduk GloRi 20 Mei",0
beuh komen isinya shopee semua,0
"aku ada photobook + outsleeve + mini l holder + mini poster 85k ya, udah inc pack &amp; admin shopee.",0
Aku waktu kemarin beli di shopee jadinya kak😭. karena di google lisensinya gaada yang bisa...,0
"heran, balasan admin shopee care ini kok template bet kek pake bot😭 padahal w udh menjelaskan panjang lebarXtinggi tapi tetep ga nemuin jalan keluar soal paket w yg kagak sampe"" dgn alasan nomor w gabisa dihubungi🥲
y w tau ini masalahnya di kurirnya bkn jaskir nya, tapikan..",0
mau topup shopee tapi gak bisa bisa. Toloooongg Bu/pak,0
bebas produk apa aja asalkan dari toko star seller atau shopee mall,0
"mirae, cuba buat frozen punya lepastu jual dkt shopee, aku nk jadi first buyer 😊",1
"bukan nak puji company sendiri ke apa, tapi aku sendiri beli barang dekat shopee and delivery shopee express now is getting better.",1
nder kalo km nyari sw soobin aku ada 100k exc adm shopee ajaa,0
sebel bgt catridge gue naik harga di shopee?!! mendingan gue beli di vapestore sekalian,-1
maaf banget oot ayo beli jualan aku dong cuma 13k aja dom bandung bisa lewat shopee kok🥹🙏🏻,0
wehhh kenapa i beli mahal 😭 i beli dekat mediheal official store dekat shopee 😭😭 u beli katne ehhh? hahaha,-1
"Kak mau tanya, ini pakenya email pribadi atau email khusus buat shopee aff?",0
"bismillah ini jualan mamaku, aku coba bantu jualin di shopee kali aja ada yang minat. atau mau disini juga gapapa DM aja^^
📷realpict karena foto sendiri✨
🏠homemade
📦include packing box",0
"kalau tempat yang susah parking memang kereta akan double park, dah tu rider shopee grab ni nak letak motor dia tengah jalan ke, satu petak pun kecoh",0
"Beli di shopee kak, custom baju bayii gt Ini aku pesen disinii.",0
"Saya tipe org yg kl parfum harus cium br beli 🤣 nyium ini krn liat di KK* emang enak awalny mw beli tp ragu, ujungny liat shopee jd beli tp blm sampe .. Gatau beneran awet tahan lama ga nih..",0
Ngeluh kok uang ku udah habis ajaa padahal secara sadar dan waras cek out shopee 😭😭,0
dapat flash sale 3 barang dan vocer shopee live 50 persen 20k 🥳🥳,0
"PO Teolaegi zipouri official MD by Baekhyun Exo Harga all in kecuali admin shopee (8%) atau ongkir ya
1. Teo-Lae-Gi 20 CM AR Voice set 365k
2. Teo-Lae-Gi mini keyring flat ver 157k
3. Teo-Lae-Gi Flat Magnet ver 255k",0
"Mau beli jaeminbun, tapi di shopee gaada😭",0
Hana gua jual jg ya lu di shopee,0
"hii ! kalian lagi cari kebutuhan sosmed ? bisa bangett nihh. ada subscribe followers like view viewers Instagram TikTok Twitter Facebook YouTube Spotify Shopee.
testi 1000+ cek IG kita WhatsApp :",0
"aku ud ga kerja di shopee setahun lalu loh 😭
peraturannya mgkin aja berubah 🥹",0
"hi kak, maaf buat bingung. terkait pertanyaan km apa itu shopee instant, jika yg km maksud Shopee Xpress Instant,",0
"aku pernah nder ditagih gitu krn temenku bayarnya telat
trs langsung aku telfon anaknya bilang kalo aku ditagih shopee atas nama dia
mungkin krn malu akhrinya sampe skrg gapernah lg sih ada sms nagih lg dr shopee wkwk",0
"✨MINI GIVEAWAY ALERT✨
Bismillah, aku mau giveaway saldo shopee buat 2 orang. Nominalmya gak seberapa tapi lagi mau berbagi karna baru dapet rezeki baik hehe.
-Rt and like
-Bantu doa aja yang terbaik buat aku
END 20.00 WIB hari ini",0
"ak uda daftar shopee aff dan uda di acc, tp blm mulai ngapa""in aku bigung mulai darimana, bole minta saran?",0
pake seabank bayarrnyaa wkwkw terbebas dr biaya layanann. aku skrg kalo co via shopee pake sea bank terus🥹,1
"Halo ka mau tanya, kode tim shopee affiliate itu masukin apa ya?",0
"paket parfum aku di bobol sama kurir shopee express wkwkw, padahal itu parfum harganya 4rbuan. semiskin itu kah smpe gabisa beli",-1
"Pernah dapet tawaran tapi dari shopee, karena gw anaknya mager review2 jadi gak gw ambil, pas gw tanya scam ya, dia malah kasih sertifikat dikira gw percaya padahal chatnya aja bot, hati2 deh kalo ada yang nawarin kerjaan kaya gitu, mereka tau no kita darimana bisa tiba2 chat",0
nanti co di shopee nya aku set 5k yaa kak kalau barangnya udah sampai aku refund tapi setelah dikurangi biaya adm shopee yaa😉,0
shopee oh shopee kenapa engkau eror,-1
paket special offer juga masih bisa di-co di shopee ya gaiss (langsung dikirim👍🏻),1
"pengen join affiliate shopee juga, tapi binging promosiinnya😭",0
Min yg di pake maeng masih blm ada ya min di shopee?,0
di shopee malaysia yg item gaada nih min,0
shopee giliran lagi urgent malah error ga jelas 😀,-1
Dah borong minyak hitam kat shopee tak? 🤣,0
"Beli random things di shopee, kayak hair accessories atau alarm emergency buat tas, aku sering buka tiktok terus search barang barang random, ujung ujung nya beli itu :DD",0
Itu yg pernah gue cerita..cuma ss masukin barang di keranjang shopee trs dpt duit,0
Buset pesenan shopee gw kagak dateng dateng,-1
"Nggaa. Spaylater ga sepaket sama spinjam. Paylatter itu kalau kamu belanja trus bayarnya bulan depan, atau 3 bulan, 6 bulan, 12 bulan. Gitu. Kalau spinjam itu kamu minjam duit dari shopee. Kecuali maksudmu shoopepay sepaket sama spaylayter baru bener",0
halo ada yg sell akun shopee yg udh gratong ga ya?? mau buat sell photocard. atau ada yg mau minjemin? nanti ttp aku bayar hehe 🙏🏻,0
"Download shopee ,daftarnya di bagian profil paling bawah nanti masukin data yg diminta.. prosesnya agak lama &amp; kayaknya nggak semua orang bisa ikutan karena dulu gue pernah ditolak",0
"Kamu better beli di shopee aja byk yg 10k dpt 100pcs Ini jatuhny d reseller 10biji 3k :"")",0
"gapapa kok, jadi nanti sama shopee uang aff nya sklian dipotong pajak.. jd kita terima bersih",0
"Duh aku gak mau pake shopee express, tp kok gabisa dimatikan lewat hp 😭😭😭
Mangkelll shit",-1
Untuk proses refundnya nanti balik sendiri atau akan dikabarin via shopee ya kak? Soalnya teman saya baru mengalami kejadian serupa,0
Kak kamu promosiin dimana?? Kak btw kalo 1 ktp udh dipake buat shopee udh gabisa dipake lagi ya? Terus kamu ktpnya gimana??,0
Mp ce lix/target maxi ino/sr vc2 lix/shopee maxi chan/ip odd hj/ms maxi chan ke lix lim?,0
maaf oot barang kali ada yang mau beli jualan aku ini enak banget serius bisa lewat shopee kok🥹🙏🏻,0
"aku ada yang fol, 55k icl adm shopee 7,20%",0
"start form 2k aja gais, jgn khawatir yg req by shopee, karna shopee romyiaastuff udh bisa freeong
Produk baru dari nih masih anget bgt",1
"rekomendasi keychain gemes dan murce BTS: bangtan di shopee 🫶🏻
a thread",0
apa ngga dapet surat peringatan shopee?,0
"(Izin pake foto)
Open sharing pc natrep nct 127 Member:
• Jaehyun pair taeil 100k
● Member pair sheetmask 85k
• Jungwoo • Haechan
• Johnny • Taeyong • Yuta ❌packing 5k
Co lewat shopee ada adm 3,2%
Dom bandung (khusus bandung bisa gosend)
t. nct 127 natrep sharing",0
mau yang jastip bnb dong tapi pembayaran full co shopee,0
"Yukk ld JK yg bawah 90k aja. Dom Jateng, harga dh Incpaking yaa tapi blum adm shopee 5%",0
"Keren banget shopee express, sehari bisa sampe 2 kali nganter paket. Padahal ekspedisi lain biasanya baru besoknya lagi dianterin. Manteppppppp",1
mootss ada yang bisa di pinjami spay 500 perak ga ya huhuu mau co shopee kurang 500 doang :((,0
cara jualan pc di shopee gimana 😭 seseorang pls ajarin akuu,0
"kalo rd shopee 200 kak, kalo po sekitar 180 an kalo ga salah inget",0
"MAU NANYAAAA, klou bikin konten di tiktok trus ada keranjang kuning gitu tuh, cara aff nya gimana yaa? sama kek shopee aff kah? aku kurang tau soalnaa huhu 🥲🥲",0
"SHARING NATURE REPUBLIC NCT 127 (perhitungan harga produk dari shopee)
• 1 pc + sheetmask, atau
• 1 pc + handcream + sheetmask
BOLEH DP 50%
jaehyun 105k ❌
haechan 105k ❌
doyoung 95k ❌
mark 95k ❌
taeyong 85k
jungwoo 85k
johnny 80k ❌
yuta 70k
taeil 70k",0
"iya kak biasa payday atau ga tgl kembarr, kmrn aku pengguna baru dapet 164k kalo ga salah xixi. atau bisa ke tiktok oppacosmetic sama shopee ini kak murmer",1
"Dom Jogja kak
Selain itu bisa kirim2 lewat rekber shopee (sblm kirim bisa vidcall langsung buat liat kondisi barangnya). InsyaAllah amanah 🙏",0
"Plaster luka mahal ye wak 😭, ini kalo di shopee 27k. Kalo beli di apotek jadinya 40rb anjir 🥲",0
"Di shopee emng segitu kok,tadi aku ke shopee mau beli polymailer 100pcs 10k",0
personally aku lebih suka si april eyewear soalnya pilihan frame yg variatif &amp; kokoh trus harganya lebih murah. cuma emg cabangnya baru dua 😭😭 di shopee mereka jg sering diskon deh ges coba di ceki ceki ajaaah!,0
Baru aja tadi ke shopee mau beli polymailer dan emng bnr 100pcs cuma 10k,0
"oh iya saran lagi semisal udah terlanjur bikin dan pake, kalo udah lunas dialihkan ke shopee syariah aja. jadi otomatis nanti spaylater sama spinjam bakalan dinonaktifin",0
"Aq ada BTS world limited kak
Dom jkt bisa shopee",0
"wtb tiket coldplay cat 5/6/7/8 harga normal (yg ovp minggir) prefer yg bisa cod area sby/sda/gsk atau via marketplace (shopee)
t. wtb coldplay cat 5 6 7 8 cod surabaya sidoarjo gresik",0
"pesennya dr marketplace mn kak kl blh tau? tiktok, shopee, lzda atau yg lain?",0
alhamdulillah coin shopee berguna buat co lipstick🤭,1
"kak ini yg di shopee, kakak ga open dm",0
Aq ada nih der dom jkt bisa shopee keep event,0
"rekomendasi outfit
1. Hoodie
2. Short Pants
3. Jam Tangan
4. Kaos Kaki
5. Sneakers",0
duh aku user shopee lagi,0
Mau shopee juga bisa aman,1
"Seperangkat Alat Sholat Premium
Cek⤵️⤵️",0
Wtb voc freeong shopee dong yg jual rep ya,0
"SHARING NATURE REPUBLIC NCT 127 (perhitungan harga produk dari shopee)
• 1 pc + sheetmask, atau
• 1 pc + handcream + sheetmask
BOLEH DP 50%
jaehyun 105k haechan 105k ❌
doyoung 95k ❌
mark 95k ❌
taeyong 85k
jungwoo 85k
johnny 80k ❌
yuta 70k
taeil 70k",0
"Baik kak, maaf ya bikin gk nyaman terkait spaylater yg dinonaktifkan. jika kedepannya ada  kendala/pertanyaan terkait shopee bisa infoin mimin ya. stay safe🙏^ZZ",1
lego co shopee aja langsung,1
Scannya dari EDC nya shopee itu ngga kak yg warna Oren?,0
Tekatkan pada diri sendiri hapus apk shopee menjelang gajian. Titik.,0
B.di checkoutin keranjang shopee😍,0
shopee express ni lem betul. dia post out dulu dia yang lambat. t,-1
"Alang2 rak kasut kat rumah tu dah patah, mari la saya kongsikan thread Rak Kasut murah di shopee 🫶",0
Masukkan kodenya di apk shopee,0
di shopee ada gak sih,0
di shopee kyknya ada,0
iseng aja kuladenin aku tanya tanyain ngaku dari shopee ditanyain tentang shopee jawabnya halah nol besar,-1
di tiktok atau shopee gt pernah liat 90an kakk,0
"kalau nb lebih prefer shopee merk libby,velvet,miyo
kalau 3bln+ beli nde greenbaby jl dhoho cocok beli nde situ blm pernah nyobain ke lain²",1
"Banyak nih kak yuuuu
Dom jkt bisa shopee keep event",1
"Aq ada tear O tear R light juga ada
Dom jkt bisa shopee 🥰🥰",1
Kenapa kalo buka shopee spotify mati?,0
Diorg collab dgn smua shopee SEA🥹,0
Eh iya nder barusan liat shopee ukuran 17x30 kebanyakan range 10k an dpt 100 pcs,0
"di shopee bhkan gw prnah beli yg hrganya 9900. rata2 10-11k isi 100pcs, tinggal search aja ""polymailer"", ntar mncul byk",0
"wtt | want to trade photocard
NCT DOJAEJUNG PERFUME DJJ
Have: pc jaehyun box ver cardigan merah
Want: anything pc box ver jaehyun cardigan hijau / coat boleh 💗
🏡 Batam trade lewat shopee Kalau ada lebihan ongkir aku tanggung beserta pajaknya ✨",0
Aku ada sealed 170k lagi otw Ina. Bisa co 6.6 tapi diatur PO di shopee nya,0
"shopee skarang nglunjak anjing, mahal bet",-1
/tanya skrng freeong shopee cuman ada 1 ya? Kalau mau dpt voc lagi gimana ya caranya?,0
"Sebel bgt brp kali belanja di shopee kalo pke shopee express sering bgt paketnya nyasar, jd di peta dia selalu dr seller dikirim ke gudang A trus ke gudang B, eh besoknya balik lg gudang A baru ke gudang C. Buang2 wktu bgt anjir nyebelin.",-1
Cek PU niche vintage kanvas baguette tas ketiak perempuan musim gugur musim panas 2023 tas bahu baru dengan harga Rp134.640. Dapatkan di Shopee sekarang!,0
"gyu pob wvj tnct 120k, gyu ld m2u r1 tnct 150k, aku ada gyu pob shopee tnct juga pair 1 pc price incl all ya dom medan",0
co apaan ya anjir dari tadi buka shopee ga nemu nemu,0
wtb akun shopee yg support payment paylater kalo bisa sudah terverifikasi yaa,0
"anying, gue tiap sabtu dikerjain tim shopee muluk.",-1
aku pernah. dan sialnya paket hilang di warehouse shopee malay. untung aku ada tnc ga bertanggung jawab utk paket hilang diperjalananan.,-1
/tanya ada yg tau ga ini pot 20rb dari mana? Voc shopee nya,0
orang-orang yang baik mungkin bakal non aktif akun/spaylatter aja dan bikin akun baru. tapi buat yg terlanjur males ma ogah kali make shopee lagi,-1
"parah nih shopee, bikin spaylatter tapi pengamanannya kureng. kalo dihack gini terus dipake yang rugi kan pengguna",-1
Buruk sekali pelayanan via shopee,-1
"Haloo jastip paket shopee open ya
Fee 2k/co
✅Gratong freeong extra
✅Admin 7,2%
✅ Ganti alamat
Shopee ekspor
Fee 5k/co
Timbun paket Start 2k
🏠Lamongan, jatim
t; pinjem akun nimbun oren",0
"Hallo gimana ya tanggung jawabnya ini paket saya sudah dicancel di shopee dan tertulis dikembalikan di alamat pengirim tapi gak ada tuh dikirim kok malah ditimbun di gudang kalian, gimana sih kok seenaknya aja trus ini saya harus hubungi kemana?",0
Aku mau kaaak war shopee jg gapapa 😭,0
WKWKWK 200an tp cuy di shopee,0
"Ya ampun,aq juga korban,uangku ilang 36jt dan skrg aq cuma ikhlas dan bayarin utang ajh skrg wkwkk ga nyangka bgt gue kena tipu,persis seperti yg Koko blg,tiba"" diinvite ke tele bawa nama shopee mall lagi ngadain event,syg ny ga ad ss an dari grupny,Krn grup ny keburu ilang",0
Kalau baju bayi beli di ocilussia kak hehe bisa cari di shopee sama Ig nya,0
"Nder shopee ga pernah wa kaya gitu deh setau ku kalo nagih paling ya ditelfonin aja ga sampe wa apalagi pake nomer pribadi biasanya shopee kalo chat pun ya pakai official, itu mah penipuan nder ati2",0
"taro d toplo baru masukin ke bingkai, usahain pake innersleeve yg sealed, takut kena air aja
pake bingkai yg ada d shopee cakep deh",0
"Rekomen toko di shopee dong ka, aku jg mau ganti strapnya",0
"Official lightstick the boyz
665.000
Harga all in kecuali admin shopee 8% atau ongkir",0
78T bisa di pake buat co semua keranjang shopee gua dan warga indonesia😊😊,1
KRL tempat bertemunya kembaran barang2 shopee yang murcidah 🫣 termasuk punya saya 😅,1
"Haloo👋
Open cairin limit shopee paylater proses ga ribet bisa cair langsung jugaa💸
Fastrespon pc T. Gestun cepat aman terpercaya",1
"Aku juga ngalamin nderr, di wa sampe sekarang sama shopee nya",0
"Eh gue nemu sellkor di shopee yg jual album sama merch original, nyampenya juga cepet dan bisa gratis ongkir kek shopee yg ada seller dari china jugaa. Uwowww",1
Jastip nature republic x nct 127 💰: 770k inca jastip Langsung dibelikan di store hari ini yaaa dan bisa lsg di kirim by shopee,0
Aku pake huawei band 7 nder. Belinya di shopee pas tgl kembar yaa diskonnya nampol,1
open convert koin shopee jadi saldo all e wallet.,0
Chatt di apk shopee nya langsung?,0
beli di shopee ada han,0
Ahh gitu! Tapi dia gabisa tarik tunai yaa?,0
need jastip co shopee yg udh bisa gratong,0
"untuk pemesanan bisa DM atau chat di shopee 𝐁𝐞𝐫𝐤𝐚𝐡, 𝐁𝐞𝐫𝐤𝐮𝐚𝐥𝐢𝐭𝐚𝐬 𝐝𝐚𝐧 𝐏𝐫𝐨𝐟𝐞𝐬𝐢𝐨𝐧𝐚𝐥",0
"Mun wadah aku malah bagus shopee tu, malah lebih cepat dari waktu estimasinya.",1
Ini shopee kenapa njir dari bulan februari error mulu gk bisa buat co sama transaksi,-1
"Info cv koin shopee dong, kalau 45.000 dptnya berapa ya?",0
"Open po polaroid 2R
Murah meriah kualitas no murah Mulai dari 8k/25foto 15k/50foto Minat langsung pc!
Bisa kirim shopee with dp ya kk🫶🫶",0
"kok sekarang shopee ga ada gratis ongkir Rp0 sih?? voucher gratong punya gue adanya yg min belanja Rp 80k😭
plislahh gue mau co album dday ini ga sabar mau unboxing😭😭😭😭",0
Jasa makek sea bank ada ga ya? Pengen CO di shopee makek sea bank biar dapet diskon,0
"bisa jadii, jadinya ngerasa dapet untung. atau mungkin ngira koinnya kayak koin shopee",0
"iyaaa mbaa, aku jg beli di shopee yg portable, udah aku balikin buat di servis ke pusate, lakok mbalek panggah ae :""( aaa kesel timbang odot2 ojir laagi 😭",-1
hp setelah uninstall shopee terasa enteng bgtttt,0
Bund sekarang pelunasan udah gk bisa full shopee kayak dulu yaa🫠,0
Mending cari di shopee terus pilih domisili Semarang,0
"ih aku jg pernah tp dr shopee. Mana ngeyel bgt lg, pgn ku gedik kepalanya😭😭",-1
"Yang mau join gdm shopee affiliate masih bisa ya, bisa langsung DM aja",0
"Iya, udh lama gada nder. Skrg shopee sangat pelit😭",-1
"Iya ya, tp 13 ada ga si di shopee ibox",0
"Tas Wanita COACHH Bailey Cleo Hobbo In Signature Top Handle Bag Free Box + Coverbag dengan harga Rp79.900 - Rp117.500.
Dapatkan di Shopee sekarang!",0
ma'am shopee nyo ma'am,0
"Yang mau join gdm shopee affiliate masih bisa ya, masih banyak yang kosong. Bisa langsung DM aja ya yg mau join gdm",0
"Aku strap asli pink hari pertama langsung disimpan, ganti pake strap"" lucu beli d shopee kak hehe",1
"gimana ya huhuhu ngelaporin ke pihak shopee juga ujung ujungnya disuruh nunggu, ah mboh lah.",-1
"bisa keep sampai bulan depan ya
album exo power with 2 pc = 180
album dftf fullset kyungsoo = 175
album kai peaches fullset = 250
dom banten! bisa shopee",1
yee gilak shopee express babi tu dh berapa kali sial lambat ada yg sampai almost 3 minggu for 3 different ocasions for a literall 3 day delivery.,-1
Sedih kak shopee membeda²kan penggunanya,-1
"Agar dapat mimin lakukan pengecekan lebih lanjut boleh infokan data username shopee, no hp terhubung dan nomor pesanannya melalui DM ya. selamat pagi🙏^KN (2/2)",1
"[update] di email ternyata beneran di oper lagi ke shopee.
Sebenarnya nelfon aga lama sama shope semalem tapi baru kpikiran record dimenit2 terakhir. Shopee aja bilang jasa kirim sharusnya bisa ganti kok Jasa kirim lain juga begitu ninja aja yg engga",1
aku biasanya beli di shopee sih nder,0
kalau stay sebelum masuk disuruh nyanyi shopee 12.12 dulu,0
